surface	lemma	paradigm	semantic_id
גלריית	גלריה	נ,ע,יחיד,סמיכות	n_construct_singular
גלשון	גלשון	ז,ע,יחיד	n_masc_regular
גלשון	גלשון	ז,ע,יחיד,סמיכות	n_construct_singular
גלשוני	גלשון	ז,ע,רבים,סמיכות	n_construct_plural
גלשונים	גלשון	ז,ע,רבים	n_masc_regular
גלשן	גלשן	ז,ע,יחיד	n_masc_regular
גלשן	גלשן	ז,ע,יחיד,סמיכות	n_construct_singular
גלשני	גלשן	ז,ע,רבים,סמיכות	n_construct_plural
גלשנים	גלשן	ז,ע,רבים	n_masc_regular
גמאים	גומא	ז,ע,רבים	n_masc_regular
גמבה	גמבה	נ,ע,יחיד	n_fem_regular
גמבות	גמבה	נ,ע,רבים	n_fem_regular
גמבות	גמבה	נ,ע,רבים,סמיכות	n_construct_plural
גמבת	גמבה	נ,ע,יחיד,סמיכות	n_construct_singular
גמגמן	גמגמן	ת,יחיד,ז	adj_unbound
גמגמן	גמגמן	ת,יחיד,ז,סמיכות	adj_construct
גמגמנות	גמגמנות	נ,ע,יחיד	n_fem_regular
גמגמנות	גמגמנות	נ,ע,יחיד,סמיכות	n_construct_singular
גמגמני	גמגמן	ת,רבים,ז,סמיכות	adj_construct
גמגמני	גמגמני	ת,יחיד,ז	adj_unbound
גמגמני	גמגמני	ת,יחיד,ז,סמיכות	adj_construct
גמגמניות	גמגמן	ת,רבים,נ	adj_unbound
גמגמניות	גמגמן	ת,רבים,נ,סמיכות	adj_construct
גמגמניות	גמגמני	ת,רבים,נ	adj_unbound
גמגמניות	גמגמני	ת,רבים,נ,סמיכות	adj_construct
גמגמניי	גמגמני	ת,רבים,ז,סמיכות	adj_construct
גמגמניים	גמגמני	ת,רבים,ז	adj_unbound
גמגמנים	גמגמן	ת,רבים,ז	adj_unbound
גמגמנית	גמגמן	ת,יחיד,נ	adj_unbound
גמגמנית	גמגמן	ת,יחיד,נ,סמיכות	adj_construct
גמגמנית	גמגמני	ת,יחיד,נ	adj_unbound
גמגמנית	גמגמני	ת,יחיד,נ,סמיכות	adj_construct
גמד	גמד	ז,ע,יחיד	n_masc_regular
גמד	גמד	ז,ע,יחיד,סמיכות	n_construct_singular
גמדה	גמדה	נ,ע,יחיד	n_fem_regular
גמדות	גמדת	נ,ע,רבים	n_fem_regular
גמדות	גמדת	נ,ע,רבים,סמיכות	n_construct_plural
גמדות	גמדה	נ,ע,רבים	n_fem_regular
גמדות	גמדה	נ,ע,רבים,סמיכות	n_construct_plural
גמדות	גמדות	נ,ע,יחיד	n_fem_regular
גמדות	גמדות	נ,ע,יחיד,סמיכות	n_construct_singular
גמדי	גמד	ז,ע,רבים,סמיכות	n_construct_plural
גמדי	גמדי	ת,יחיד,ז	adj_unbound
גמדי	גמדי	ת,יחיד,ז,סמיכות	adj_construct
גמדיות	גמדי	ת,רבים,נ	adj_unbound
גמדיות	גמדי	ת,רבים,נ,סמיכות	adj_construct
גמדיי	גמדי	ת,רבים,ז,סמיכות	adj_construct
גמדיים	גמדי	ת,רבים,ז	adj_unbound
גמדים	גמד	ז,ע,רבים	n_masc_regular
גמדית	גמדי	ת,יחיד,נ	adj_unbound
גמדית	גמדי	ת,יחיד,נ,סמיכות	adj_construct
גמדת	גמדת	נ,ע,יחיד	n_fem_regular
גמדת	גמדת	נ,ע,יחיד,סמיכות	n_construct_singular
גמדת	גמדה	נ,ע,יחיד,סמיכות	n_construct_singular
גמול	גמול	ז,ע,יחיד	n_masc_regular
גמול	גמול	ז,ע,יחיד,סמיכות	n_construct_singular
גמולי	גמול	ז,ע,רבים,סמיכות	n_construct_plural
גמולים	גמול	ז,ע,רבים	n_masc_regular
גמיאה	גמיאה	נ,ע,יחיד	n_fem_regular
גמיאות	גמיאה	נ,ע,רבים	n_fem_regular
גמיאות	גמיאה	נ,ע,רבים,סמיכות	n_construct_plural
גמיאת	גמיאה	נ,ע,יחיד,סמיכות	n_construct_singular
גמיעה	גמיעה	נ,ע,יחיד	n_fem_regular
גמיעות	גמיעה	נ,ע,רבים	n_fem_regular
גמיעות	גמיעה	נ,ע,רבים,סמיכות	n_construct_plural
גמיעת	גמיעה	נ,ע,יחיד,סמיכות	n_construct_singular
גמיש	גמיש	ת,יחיד,ז	adj_unbound
גמיש	גמיש	ת,יחיד,ז,סמיכות	adj_construct
גמישה	גמיש	ת,יחיד,נ	adj_unbound
גמישויות	גמישות	נ,ע,רבים	n_fem_regular
גמישויות	גמישות	נ,ע,רבים,סמיכות	n_construct_plural
גמישות	גמישות	נ,ע,יחיד	n_fem_regular
גמישות	גמישות	נ,ע,יחיד,סמיכות	n_construct_singular
גמישות	גמיש	ת,רבים,נ	adj_unbound
גמישות	גמיש	ת,רבים,נ,סמיכות	adj_construct
גמישי	גמיש	ת,רבים,ז,סמיכות	adj_construct
גמישים	גמיש	ת,רבים,ז	adj_unbound
גמישת	גמיש	ת,יחיד,נ,סמיכות	adj_construct
גמל	גמל	ז,ע,יחיד	n_masc_regular
גמל	גמל	ז,ע,יחיד,סמיכות	n_construct_singular
גמלאות	גמלה	נ,ע,רבים	n_fem_regular
גמלאות	גמלה	נ,ע,רבים,סמיכות	n_construct_plural
גמלאי	גמלאי	ז,ע,יחיד	n_masc_regular
גמלאי	גמלאי	ז,ע,יחיד,סמיכות	n_construct_singular
גמלאי	גמלאי	ז,ע,רבים,סמיכות	n_construct_plural
גמלאיות	גמלאית	נ,ע,רבים	n_fem_regular
גמלאיות	גמלאית	נ,ע,רבים,סמיכות	n_construct_plural
גמלאים	גמלאי	ז,ע,רבים	n_masc_regular
גמלאית	גמלאית	נ,ע,יחיד	n_fem_regular
גמלאית	גמלאית	נ,ע,יחיד,סמיכות	n_construct_singular
גמלה	גמלה	נ,ע,יחיד	n_fem_regular
גמלון	גמלון	ז,ע,יחיד	n_masc_regular
גמלון	גמלון	ז,ע,יחיד,סמיכות	n_construct_singular
גמלוני	גמלוני	ת,יחיד,ז	adj_unbound
גמלוני	גמלוני	ת,יחיד,ז,סמיכות	adj_construct
גמלוני	גמלון	ז,ע,רבים,סמיכות	n_construct_plural
גמלוניות	גמלוני	ת,רבים,נ	adj_unbound
גמלוניות	גמלוני	ת,רבים,נ,סמיכות	adj_construct
גמלוניות	גמלוניות	נ,ע,יחיד	n_fem_regular
גמלוניות	גמלוניות	נ,ע,יחיד,סמיכות	n_construct_singular
גמלוניי	גמלוני	ת,רבים,ז,סמיכות	adj_construct
גמלוניים	גמלוני	ת,רבים,ז	adj_unbound
גמלונים	גמלון	ז,ע,רבים	n_masc_regular
גמלונית	גמלוני	ת,יחיד,נ	adj_unbound
גמלונית	גמלוני	ת,יחיד,נ,סמיכות	adj_construct
גמלות	גמלת	נ,ע,רבים	n_fem_regular
גמלות	גמלת	נ,ע,רבים,סמיכות	n_construct_plural
גמלי	גמל	ז,ע,רבים,סמיכות	n_construct_plural
גמלים	גמל	ז,ע,רבים	n_masc_regular
גמלת	גמלה	נ,ע,יחיד,סמיכות	n_construct_singular
גמלת	גמלת	נ,ע,יחיד	n_fem_regular
גמלת	גמלת	נ,ע,יחיד,סמיכות	n_construct_singular
גמר	גמר	ז,ע,יחיד	n_masc_regular
גמרא	גמרא	נ,ע,יחיד	n_fem_regular
גמרה	גמרה	נ,ע,יחיד	n_fem_regular
גמרות	גמרה	נ,ע,רבים	n_fem_regular
גמרות	גמרה	נ,ע,רבים,סמיכות	n_construct_plural
גמרת	גמרה	נ,ע,יחיד,סמיכות	n_construct_singular
גנאי	גנאי	ז,ע,יחיד	n_masc_regular
גנאי	גנאי	ז,ע,יחיד,סמיכות	n_construct_singular
גנאי	גנאי	ת,יחיד,ז	adj_unbound
גנאי	גנאי	ת,יחיד,ז,סמיכות	adj_construct
גנאיות	גנאי	ת,רבים,נ	adj_unbound
גנאיות	גנאי	ת,רבים,נ,סמיכות	adj_construct
גנאיי	גנאי	ת,רבים,ז,סמיכות	adj_construct
גנאיים	גנאי	ת,רבים,ז	adj_unbound
גנאים	גנאי	ע,רבים,ז	n_masc_regular
גנאית	גנאי	ת,יחיד,נ	adj_unbound
גנאית	גנאי	ת,יחיד,נ,סמיכות	adj_construct
גנאלוג	גנאלוג	ת,יחיד,ז	adj_unbound
גנאלוג	גנאלוג	ת,יחיד,ז,סמיכות	adj_construct
גנאלוגי	גנאלוגי	ת,יחיד,ז	adj_unbound
גנאלוגי	גנאלוגי	ת,יחיד,ז,סמיכות	adj_construct
גנאלוגי	גנאלוג	ת,רבים,ז,סמיכות	adj_construct
גנאלוגיה	גנאלוגיה	נ,ע,יחיד	n_fem_regular
גנאלוגיות	גנאלוגי	ת,רבים,נ	adj_unbound
גנאלוגיות	גנאלוגי	ת,רבים,נ,סמיכות	adj_construct
גנאלוגיות	גנאלוג	ת,רבים,נ	adj_unbound
גנאלוגיות	גנאלוג	ת,רבים,נ,סמיכות	adj_construct
גנאלוגיי	גנאלוגי	ת,רבים,ז,סמיכות	adj_construct
גנאלוגיים	גנאלוגי	ת,רבים,ז	adj_unbound
גנאלוגים	גנאלוג	ת,רבים,ז	adj_unbound
גנאלוגית	גנאלוגי	ת,יחיד,נ	adj_unbound
גנאלוגית	גנאלוגי	ת,יחיד,נ,סמיכות	adj_construct
גנאלוגית	גנאלוג	ת,יחיד,נ	adj_unbound
גנאלוגית	גנאלוג	ת,יחיד,נ,סמיכות	adj_construct
גנב	גנב	ז,ע,יחיד	n_masc_regular
גנב	גנב	ז,ע,יחיד,סמיכות	n_construct_singular
גנבה	גנבה	נ,ע,יחיד	n_fem_regular
גנבות	גנבת	נ,ע,רבים	n_fem_regular
גנבות	גנבת	נ,ע,רבים,סמיכות	n_construct_plural
גנבות	גנבה	נ,ע,רבים	n_fem_regular
גנבות	גנבה	נ,ע,רבים,סמיכות	n_construct_plural
גנבי	גנב	ז,ע,רבים,סמיכות	n_construct_plural
גנבים	גנב	ז,ע,רבים	n_masc_regular
גנבת	גנבת	נ,ע,יחיד	n_fem_regular
גנבת	גנבת	נ,ע,יחיד,סמיכות	n_construct_singular
גנבת	גנבה	נ,ע,יחיד,סמיכות	n_construct_singular
גנגסטר	גנגסטר	ת,יחיד,ז	adj_unbound
גנגסטר	גנגסטר	ת,יחיד,ז,סמיכות	adj_construct
גנגסטרי	גנגסטר	ת,רבים,ז,סמיכות	adj_construct
גנגסטריות	גנגסטר	ת,רבים,נ	adj_unbound
גנגסטריות	גנגסטר	ת,רבים,נ,סמיכות	adj_construct
גנגסטרים	גנגסטר	ת,רבים,ז	adj_unbound
גנגסטרית	גנגסטר	ת,יחיד,נ	adj_unbound
גנגסטרית	גנגסטר	ת,יחיד,נ,סמיכות	adj_construct
גנדרן	גנדרן	ת,יחיד,ז	adj_unbound
גנדרן	גנדרן	ת,יחיד,ז,סמיכות	adj_construct
גנדרנות	גנדרנות	נ,ע,יחיד	n_fem_regular
גנדרנות	גנדרנות	נ,ע,יחיד,סמיכות	n_construct_singular
גנדרני	גנדרן	ת,רבים,ז,סמיכות	adj_construct
גנדרני	גנדרני	ת,יחיד,ז	adj_unbound
גנדרני	גנדרני	ת,יחיד,ז,סמיכות	adj_construct
גנדרניות	גנדרן	ת,רבים,נ	adj_unbound
גנדרניות	גנדרן	ת,רבים,נ,סמיכות	adj_construct
גנדרניות	גנדרני	ת,רבים,נ	adj_unbound
גנדרניות	גנדרני	ת,רבים,נ,סמיכות	adj_construct
גנדרניי	גנדרני	ת,רבים,ז,סמיכות	adj_construct
גנדרניים	גנדרני	ת,רבים,ז	adj_unbound
גנדרנים	גנדרן	ת,רבים,ז	adj_unbound
גנדרנית	גנדרן	ת,יחיד,נ	adj_unbound
גנדרנית	גנדרן	ת,יחיד,נ,סמיכות	adj_construct
גנדרנית	גנדרני	ת,יחיד,נ	adj_unbound
גנדרנית	גנדרני	ת,יחיד,נ,סמיכות	adj_construct
גנוטיפ	גנוטיפ	ז,ע,יחיד	n_masc_regular
גנוטיפ	גנוטיפ	ז,ע,יחיד,סמיכות	n_construct_singular
גנוטיפי	גנוטיפ	ז,ע,רבים,סמיכות	n_construct_plural
גנוטיפי	גנוטיפי	ת,יחיד,ז	adj_unbound
גנוטיפי	גנוטיפי	ת,יחיד,ז,סמיכות	adj_construct
גנוטיפיות	גנוטיפי	ת,רבים,נ	adj_unbound
גנוטיפיות	גנוטיפי	ת,רבים,נ,סמיכות	adj_construct
גנוטיפיי	גנוטיפי	ת,רבים,ז,סמיכות	adj_construct
גנוטיפיים	גנוטיפי	ת,רבים,ז	adj_unbound
גנוטיפים	גנוטיפ	ז,ע,רבים	n_masc_regular
גנוטיפית	גנוטיפי	ת,יחיד,נ	adj_unbound
גנוטיפית	גנוטיפי	ת,יחיד,נ,סמיכות	adj_construct
גנום	גנום	ז,ע,יחיד	n_masc_regular
גנון	גנון	ז,ע,יחיד	n_masc_regular
גנון	גנון	ז,ע,יחיד,סמיכות	n_construct_singular
גנוני	גנון	ז,ע,רבים,סמיכות	n_construct_plural
גנונים	גנון	ז,ע,רבים	n_masc_regular
גנוסטי	גנוסטי	ת,יחיד,ז	adj_unbound
גנוסטי	גנוסטי	ת,יחיד,ז,סמיכות	adj_construct
גנוסטיות	גנוסטי	ת,רבים,נ	adj_unbound
גנוסטיות	גנוסטי	ת,רבים,נ,סמיכות	adj_construct
גנוסטיי	גנוסטי	ת,רבים,ז,סמיכות	adj_construct
גנוסטיים	גנוסטי	ת,רבים,ז	adj_unbound
גנוסטיקה	גנוסטיקה	נ,ע,יחיד	n_fem_regular
גנוסטית	גנוסטי	ת,יחיד,נ	adj_unbound
גנוסטית	גנוסטי	ת,יחיד,נ,סמיכות	adj_construct
גנות	גנות	נ,ע,יחיד	n_fem_regular
גנות	גנות	נ,ע,יחיד,סמיכות	n_construct_singular
גנזך	גנזך	ז,ע,יחיד	n_masc_regular
גנזך	גנזך	ז,ע,יחיד,סמיכות	n_construct_singular
גנזכי	גנזך	ז,ע,רבים,סמיכות	n_construct_plural
גנזכים	גנזך	ז,ע,רבים	n_masc_regular
גנטי	גנטי	ת,יחיד,ז	adj_unbound
גנטי	גנטי	ת,יחיד,ז,סמיכות	adj_construct
גנטיות	גנטי	ת,רבים,נ	adj_unbound
גנטיות	גנטי	ת,רבים,נ,סמיכות	adj_construct
גנטיי	גנטי	ת,רבים,ז,סמיכות	adj_construct
גנטיים	גנטי	ת,רבים,ז	adj_unbound
גנטיקאי	גנטיקאי	ת,יחיד,ז	adj_unbound
גנטיקאי	גנטיקאי	ת,יחיד,ז,סמיכות	adj_construct
גנטיקאי	גנטיקאי	ת,רבים,ז,סמיכות	adj_construct
גנטיקאיות	גנטיקאי	ת,רבים,נ	adj_unbound
גנטיקאיות	גנטיקאי	ת,רבים,נ,סמיכות	adj_construct
גנטיקאים	גנטיקאי	ת,רבים,ז	adj_unbound
גנטיקאית	גנטיקאי	ת,יחיד,נ	adj_unbound
גנטיקאית	גנטיקאי	ת,יחיד,נ,סמיכות	adj_construct
גנטיקה	גנטיקה	נ,ע,יחיד	n_fem_regular
גנטית	גנטי	ת,יחיד,נ	adj_unbound
גנטית	גנטי	ת,יחיד,נ,סמיכות	adj_construct
גניוס	גניוס	ז,ע,יחיד	n_masc_regular
גניחה	גניחה	נ,ע,יחיד	n_fem_regular
גניחות	גניחה	נ,ע,רבים	n_fem_regular
גניחות	גניחה	נ,ע,רבים,סמיכות	n_construct_plural
גניחת	גניחה	נ,ע,יחיד,סמיכות	n_construct_singular
גנן	גנן	ז,ע,יחיד	n_masc_regular
גנן	גנן	ז,ע,יחיד,סמיכות	n_construct_singular
גננויות	גננות	נ,ע,רבים	n_fem_regular
גננויות	גננות	נ,ע,רבים,סמיכות	n_construct_plural
גננות	גננת	נ,ע,רבים	n_fem_regular
גננות	גננת	נ,ע,רבים,סמיכות	n_construct_plural
גננות	גננות	נ,ע,יחיד	n_fem_regular
גננות	גננות	נ,ע,יחיד,סמיכות	n_construct_singular
גנני	גנן	ז,ע,רבים,סמיכות	n_construct_plural
גננים	גנן	ז,ע,רבים	n_masc_regular
גננת	גננת	נ,ע,יחיד	n_fem_regular
גננת	גננת	נ,ע,יחיד,סמיכות	n_construct_singular
גנרטור	גנרטור	ז,ע,יחיד	n_masc_regular
גנרטור	גנרטור	ז,ע,יחיד,סמיכות	n_construct_singular
גנרטורי	גנרטור	ז,ע,רבים,סמיכות	n_construct_plural
גנרטורים	גנרטור	ז,ע,רבים	n_masc_regular
גנרטיבי	גנרטיבי	ת,יחיד,ז	adj_unbound
גנרטיבי	גנרטיבי	ת,יחיד,ז,סמיכות	adj_construct
גנרטיביות	גנרטיבי	ת,רבים,נ	adj_unbound
גנרטיביות	גנרטיבי	ת,רבים,נ,סמיכות	adj_construct
גנרטיביי	גנרטיבי	ת,רבים,ז,סמיכות	adj_construct
גנרטיביים	גנרטיבי	ת,רבים,ז	adj_unbound
גנרטיבית	גנרטיבי	ת,יחיד,נ	adj_unbound
גנרטיבית	גנרטיבי	ת,יחיד,נ,סמיכות	adj_construct
גנרי	גנרי	ת,יחיד,ז	adj_unbound
גנרי	גנרי	ת,יחיד,ז,סמיכות	adj_construct
גנריות	גנרי	ת,רבים,נ	adj_unbound
גנריות	גנרי	ת,רבים,נ,סמיכות	adj_construct
גנריי	גנרי	ת,רבים,ז,סמיכות	adj_construct
גנריים	גנרי	ת,רבים,ז	adj_unbound
גנרית	גנרי	ת,יחיד,נ	adj_unbound
גנרית	גנרי	ת,יחיד,נ,סמיכות	adj_construct
גנרל	גנרל	ת,יחיד,ז	adj_unbound
גנרל	גנרל	ת,יחיד,ז,סמיכות	adj_construct
גנרלי	גנרל	ת,רבים,ז,סמיכות	adj_construct
גנרלי	גנרלי	ת,יחיד,ז	adj_unbound
גנרלי	גנרלי	ת,יחיד,ז,סמיכות	adj_construct
גנרליות	גנרל	ת,רבים,נ	adj_unbound
גנרליות	גנרל	ת,רבים,נ,סמיכות	adj_construct
גנרליות	גנרלי	ת,רבים,נ	adj_unbound
גנרליות	גנרלי	ת,רבים,נ,סמיכות	adj_construct
גנרליי	גנרלי	ת,רבים,ז,סמיכות	adj_construct
גנרליים	גנרלי	ת,רבים,ז	adj_unbound
גנרלים	גנרל	ת,רבים,ז	adj_unbound
גנרליסימו	גנרליסימו	ז,ע,יחיד	n_masc_regular
גנרלית	גנרל	ת,יחיד,נ	adj_unbound
גנרלית	גנרל	ת,יחיד,נ,סמיכות	adj_construct
גנרלית	גנרלי	ת,יחיד,נ	adj_unbound
גנרלית	גנרלי	ת,יחיד,נ,סמיכות	adj_construct
גסויות	גסות	נ,ע,רבים	n_fem_regular
גסויות	גסות	נ,ע,רבים,סמיכות	n_construct_plural
גסות	גסות	נ,ע,יחיד	n_fem_regular
גסות	גסות	נ,ע,יחיד,סמיכות	n_construct_singular
גסטרולוג	גסטרולוג	ת,יחיד,ז	adj_unbound
גסטרולוג	גסטרולוג	ת,יחיד,ז,סמיכות	adj_construct
גסטרולוגי	גסטרולוג	ת,רבים,ז,סמיכות	adj_construct
גסטרולוגי	גסטרולוגי	ת,יחיד,ז	adj_unbound
גסטרולוגי	גסטרולוגי	ת,יחיד,ז,סמיכות	adj_construct
גסטרולוגיה	גסטרולוגיה	נ,ע,יחיד	n_fem_regular
גסטרולוגיות	גסטרולוג	ת,רבים,נ	adj_unbound
גסטרולוגיות	גסטרולוג	ת,רבים,נ,סמיכות	adj_construct
גסטרולוגיות	גסטרולוגי	ת,רבים,נ	adj_unbound
גסטרולוגיות	גסטרולוגי	ת,רבים,נ,סמיכות	adj_construct
גסטרולוגיי	גסטרולוגי	ת,רבים,ז,סמיכות	adj_construct
גסטרולוגיים	גסטרולוגי	ת,רבים,ז	adj_unbound
גסטרולוגים	גסטרולוג	ת,רבים,ז	adj_unbound
גסטרולוגית	גסטרולוג	ת,יחיד,נ	adj_unbound
גסטרולוגית	גסטרולוג	ת,יחיד,נ,סמיכות	adj_construct
גסטרולוגית	גסטרולוגי	ת,יחיד,נ	adj_unbound
גסטרולוגית	גסטרולוגי	ת,יחיד,נ,סמיכות	adj_construct
גסטרונום	גסטרונום	ת,יחיד,ז	adj_unbound
גסטרונום	גסטרונום	ת,יחיד,ז,סמיכות	adj_construct
גסטרונומי	גסטרונומי	ת,יחיד,ז	adj_unbound
גסטרונומי	גסטרונומי	ת,יחיד,ז,סמיכות	adj_construct
גסטרונומי	גסטרונום	ת,רבים,ז,סמיכות	adj_construct
גסטרונומיה	גסטרונומיה	נ,ע,יחיד	n_fem_regular
גסטרונומיות	גסטרונומי	ת,רבים,נ	adj_unbound
גסטרונומיות	גסטרונומי	ת,רבים,נ,סמיכות	adj_construct
גסטרונומיות	גסטרונום	ת,רבים,נ	adj_unbound
גסטרונומיות	גסטרונום	ת,רבים,נ,סמיכות	adj_construct
גסטרונומיי	גסטרונומי	ת,רבים,ז,סמיכות	adj_construct
גסטרונומיים	גסטרונומי	ת,רבים,ז	adj_unbound
גסטרונומים	גסטרונום	ת,רבים,ז	adj_unbound
גסטרונומית	גסטרונומי	ת,יחיד,נ	adj_unbound
גסטרונומית	גסטרונומי	ת,יחיד,נ,סמיכות	adj_construct
גסטרונומית	גסטרונום	ת,יחיד,נ	adj_unbound
גסטרונומית	גסטרונום	ת,יחיד,נ,סמיכות	adj_construct
געגועי	געגוע	ז,ע,רבים,סמיכות	n_construct_plural
געגועים	געגוע	ז,ע,רבים	n_masc_regular
גערה	גערה	נ,ע,יחיד	n_fem_regular
גערות	גערה	נ,ע,רבים	n_fem_regular
גערות	גערה	נ,ע,רבים,סמיכות	n_construct_plural
גערת	גערה	נ,ע,יחיד,סמיכות	n_construct_singular
געש	געש	ז,ע,יחיד	n_masc_regular
געש	געש	ז,ע,יחיד,סמיכות	n_construct_singular
געשי	געשי	ת,יחיד,ז	adj_unbound
געשי	געשי	ת,יחיד,ז,סמיכות	adj_construct
געשיות	געשי	ת,רבים,נ	adj_unbound
געשיות	געשי	ת,רבים,נ,סמיכות	adj_construct
געשיי	געשי	ת,רבים,ז,סמיכות	adj_construct
געשיים	געשי	ת,רבים,ז	adj_unbound
געשית	געשי	ת,יחיד,נ	adj_unbound
געשית	געשי	ת,יחיד,נ,סמיכות	adj_construct
גפן	גפן	נ,ע,יחיד	n_fem_regular
גפן	גפן	נ,ע,יחיד,סמיכות	n_construct_singular
גפני	גפן	נ,ע,רבים,סמיכות	n_construct_plural
גפנים	גפן	נ,ע,רבים	n_fem_regular
גפרור	גפרור	ז,ע,יחיד	n_masc_regular
גפרור	גפרור	ז,ע,יחיד,סמיכות	n_construct_singular
גפרורי	גפרור	ז,ע,רבים,סמיכות	n_construct_plural
גפרורים	גפרור	ז,ע,רבים	n_masc_regular
גפרית	גפרית	נ,ע,יחיד	n_fem_regular
גרב	גרב	ז,ע,יחיד	n_masc_regular
גרב	גרב	ז,ע,יחיד,סמיכות	n_construct_singular
גרבוני	גרבון	ז,ע,רבים,סמיכות	n_construct_plural
גרבונים	גרבון	ז,ע,רבים	n_masc_regular
גרבי	גרב	ז,ע,רבים,סמיכות	n_construct_plural
גרביוני	גרביון	ז,ע,רבים,סמיכות	n_construct_plural
גרביונים	גרביון	ז,ע,רבים	n_masc_regular
גרביטציה	גרביטציה	נ,ע,יחיד	n_fem_regular
גרביטציוני	גרביטציוני	ת,יחיד,ז	adj_unbound
גרביטציוני	גרביטציוני	ת,יחיד,ז,סמיכות	adj_construct
גרביטציוניות	גרביטציוני	ת,רבים,נ	adj_unbound
גרביטציוניות	גרביטציוני	ת,רבים,נ,סמיכות	adj_construct
גרביטציוניי	גרביטציוני	ת,רבים,ז,סמיכות	adj_construct
גרביטציוניים	גרביטציוני	ת,רבים,ז	adj_unbound
גרביטציונית	גרביטציוני	ת,יחיד,נ	adj_unbound
גרביטציונית	גרביטציוני	ת,יחיד,נ,סמיכות	adj_construct
גרביטציית	גרביטציה	נ,ע,יחיד,סמיכות	n_construct_singular
גרביים	גרב	ז,ע,רבים	n_masc_regular
גרביל	גרביל	ז,ע,יחיד	n_masc_regular
גרביל	גרביל	ז,ע,יחיד,סמיכות	n_construct_singular
גרבילי	גרביל	ז,ע,רבים,סמיכות	n_construct_plural
גרבילים	גרביל	ז,ע,רבים	n_masc_regular
גרברה	גרברה	נ,ע,יחיד	n_fem_regular
גרברות	גרברה	נ,ע,רבים	n_fem_regular
גרברות	גרברה	נ,ע,רבים,סמיכות	n_construct_plural
גרברת	גרברה	נ,ע,יחיד,סמיכות	n_construct_singular
גרגוריאני	גרגוריאני	ת,יחיד,ז	adj_unbound
גרגוריאני	גרגוריאני	ת,יחיד,ז,סמיכות	adj_construct
גרגוריאניות	גרגוריאני	ת,רבים,נ	adj_unbound
גרגוריאניות	גרגוריאני	ת,רבים,נ,סמיכות	adj_construct
גרגוריאניי	גרגוריאני	ת,רבים,ז,סמיכות	adj_construct
גרגוריאניים	גרגוריאני	ת,רבים,ז	adj_unbound
גרגוריאנית	גרגוריאני	ת,יחיד,נ	adj_unbound
גרגוריאנית	גרגוריאני	ת,יחיד,נ,סמיכות	adj_construct
גרגיר	גרגיר	ז,ע,יחיד	n_masc_regular
גרגיר	גרגיר	ז,ע,יחיד,סמיכות	n_construct_singular
גרגירי	גרגיר	ז,ע,רבים,סמיכות	n_construct_plural
גרגירים	גרגיר	ז,ע,רבים	n_masc_regular
גרגר	גרגר	ז,ע,יחיד	n_masc_regular
גרגר	גרגר	ז,ע,יחיד,סמיכות	n_construct_singular
גרגרות	גרגרת	נ,ע,רבים	n_fem_regular
גרגרות	גרגרת	נ,ע,רבים,סמיכות	n_construct_plural
גרגרי	גרגר	ז,ע,רבים,סמיכות	n_construct_plural
גרגרים	גרגר	ז,ע,רבים	n_masc_regular
גרגרן	גרגרן	ת,יחיד,ז	adj_unbound
גרגרן	גרגרן	ת,יחיד,ז,סמיכות	adj_construct
גרגרנות	גרגרנות	נ,ע,יחיד	n_fem_regular
גרגרנות	גרגרנות	נ,ע,יחיד,סמיכות	n_construct_singular
גרגרני	גרגרן	ת,רבים,ז,סמיכות	adj_construct
גרגרני	גרגרני	ת,יחיד,ז	adj_unbound
גרגרני	גרגרני	ת,יחיד,ז,סמיכות	adj_construct
גרגרניות	גרגרן	ת,רבים,נ	adj_unbound
גרגרניות	גרגרן	ת,רבים,נ,סמיכות	adj_construct
גרגרניות	גרגרני	ת,רבים,נ	adj_unbound
גרגרניות	גרגרני	ת,רבים,נ,סמיכות	adj_construct
גרגרניי	גרגרני	ת,רבים,ז,סמיכות	adj_construct
גרגרניים	גרגרני	ת,רבים,ז	adj_unbound
גרגרנים	גרגרן	ת,רבים,ז	adj_unbound
גרגרנית	גרגרן	ת,יחיד,נ	adj_unbound
גרגרנית	גרגרן	ת,יחיד,נ,סמיכות	adj_construct
גרגרנית	גרגרני	ת,יחיד,נ	adj_unbound
גרגרנית	גרגרני	ת,יחיד,נ,סמיכות	adj_construct
גרגרת	גרגרת	נ,ע,יחיד	n_fem_regular
גרגרת	גרגרת	נ,ע,יחיד,סמיכות	n_construct_singular
גרדום	גרדום	ז,ע,יחיד	n_masc_regular
גרדום	גרדום	ז,ע,יחיד,סמיכות	n_construct_singular
גרדומי	גרדום	ז,ע,רבים,סמיכות	n_construct_plural
גרדומים	גרדום	ז,ע,רבים	n_masc_regular
גרדרובה	גרדרובה	נ,ע,יחיד	n_fem_regular
גרדרובות	גרדרובה	נ,ע,רבים	n_fem_regular
גרדרובות	גרדרובה	נ,ע,רבים,סמיכות	n_construct_plural
גרדרובת	גרדרובה	נ,ע,יחיד,סמיכות	n_construct_singular
גרוב	גרוב	ת,יחיד,ז	adj_unbound
גרוב	גרוב	ת,יחיד,ז,סמיכות	adj_construct
גרובה	גרוב	ת,יחיד,נ	adj_unbound
גרובות	גרוב	ת,רבים,נ	adj_unbound
